citation_id,document_id
3805d6b9-762f-4084-891c-21603193b043,24e68956-ef06-43d6-8da4-3d6b1d7e8155
25917857-8932-4632-83a4-23dc34729b31,f91de3c0-ec90-4416-a246-bfcb474d5620
25917857-8932-4632-83a4-23dc34729b31,0b2d69d8-0d7a-4953-98f8-278a4196cfc2
25917857-8932-4632-83a4-23dc34729b31,df4f2161-6bd1-4969-953f-3fdd9fdd5f6d
c70cc8bf-9b31-4573-967f-afe6431e67b7,85099669-b144-4b5b-84cc-5008f32a944d
6da8d3fb-2f3f-41c1-a862-7e59a9d03edd,3bebfbe2-3dd8-4ecc-85f5-ae2603c631b5
e776c489-e05e-4c34-a291-85c2e2062885,5e413814-91a1-4421-8dfd-2e21bab242b4
b7e11fbd-e8d3-4952-9542-010eafea197d,3bebfbe2-3dd8-4ecc-85f5-ae2603c631b5
52d2e910-a554-4d1d-baff-975db892244b,5e413814-91a1-4421-8dfd-2e21bab242b4
c5eff4de-c6d0-4ced-8f04-a6d70b4a8ef8,5e413814-91a1-4421-8dfd-2e21bab242b4
99fa2c65-cae4-419f-b187-21bb799ed2b6,bcc2018e-3b71-4e43-8b98-8ed4caea32c1
7d7fcacc-48aa-4aa3-8edc-21b069d000b5,2e79bdde-12ba-4b54-ae3c-307da2998a74
970c8fbe-5305-443d-99b1-a97cd31a8987,05fd88d1-70bf-47a6-bbba-ceff9036313c
913e7685-37dd-4677-b534-35d848bb6d4e,85099669-b144-4b5b-84cc-5008f32a944d
913e7685-37dd-4677-b534-35d848bb6d4e,3bebfbe2-3dd8-4ecc-85f5-ae2603c631b5
913e7685-37dd-4677-b534-35d848bb6d4e,5733ffd8-23ce-4b1c-bc40-9868138fdb4f
296d67ce-544e-4e10-9600-6eca847a335b,2d0af395-3a1e-4c08-afd7-3c66e4f51fec
752f2cad-ee1a-4930-914c-77c9ac5b31ac,5d281ffd-f527-49ea-aac4-8efba88783ca
fc3ab418-4072-4a4b-a8e7-9159ce11d866,7083a696-601b-4b14-8e35-f18266df93f8
0790693b-0af1-4d41-9851-a8ad64c0f4d7,7698c6c7-bba3-4582-aea1-ef09f4c10b0f
a79e77d5-2c75-42f5-a373-c2399c54290b,c3e2f24f-5ae9-428f-9271-e9a371f62e64
a7aac98b-bcf8-4d7e-9753-7268df558cae,df4f2161-6bd1-4969-953f-3fdd9fdd5f6d
3ec798e1-35b3-4107-8e27-92a1a40283b5,faf9d30c-7c49-4265-8fb3-9cfca2a38ae1
91c6b4bb-7373-4f57-9816-0ce88064e23b,0b2d69d8-0d7a-4953-98f8-278a4196cfc2
5eda4735-5ee8-44d5-8920-0bf3e2ebf85b,85099669-b144-4b5b-84cc-5008f32a944d
91a25f49-43dc-4a34-b72e-d6f4837fe0d6,0b2d69d8-0d7a-4953-98f8-278a4196cfc2
d378aca0-1dc5-43a1-a58a-e856cd260e68,faf9d30c-7c49-4265-8fb3-9cfca2a38ae1
2e29695f-ace3-4a56-a780-4e698619b7a8,6078b64b-e55b-4181-997d-dff78d5e3b8f
23ffc72c-ebfe-4e6f-bde7-136856c8d839,920c9fe0-ebcf-49c4-bfbd-916b3aafec77
302939c6-67bb-4587-ae30-3cd52dfc4e6e,2135d4e2-3025-4398-9dab-b441f531d434
fe52822f-1278-4297-91eb-2e2d32b0f677,2d0af395-3a1e-4c08-afd7-3c66e4f51fec
e4c54fd2-795d-4078-b7a0-4f6a51ebf971,c3e2f24f-5ae9-428f-9271-e9a371f62e64
f2aab3a8-b0d0-4b33-b417-492764cdf193,829e7ee8-64a6-4090-a26e-27503dd6c31b
f2aab3a8-b0d0-4b33-b417-492764cdf193,1cb309e3-8ff9-4e78-976a-b4d870d88890
679d49b3-71d5-4c84-9fa1-cd342bf63195,85099669-b144-4b5b-84cc-5008f32a944d
679d49b3-71d5-4c84-9fa1-cd342bf63195,8badeac0-28a1-420f-bb86-9e0fdd03e93a
